title,minutes,cost,tags
What would you want me to do on your worst day?,15,free,partner kindness engaging anywhere
What is your favourite thing we have made together?,10,free,partner nostalgic casual anywhere
What did you expect love to be like at this point in your life?,20,free,partner romantic engaging anywhere
What is a hope for us you have never said?,20,free,partner romantic engaging anywhere
Which couple we know do you admire most?,15,free,partner engaging anywhere
What makes you feel safe with me?,20,free,partner romantic engaging anywhere
What are you shy to ask me for?,20,free,partner romantic challenging anywhere
How should we handle the next hard thing?,30,free,partner challenging anywhere
What are we building?,20,free,partner mindful engaging anywhere
Why me?,15,free,partner romantic engaging anywhere
